recruiter,recruit,degree,blk,testatus
2136,11,7,1,s
1633,22,6,0,i
2044,24,8,1,i
1686,33,7,1,s
2455,44,3,0,i
874,68,6,0,i
2495,83,5,0,s
1764,110,6,0,s
1052,136,9,1,s
1234,148,5,1,i
309,193,4,1,s
825,195,9,0,s
1359,241,11,0,s
1566,242,5,0,s
850,263,8,0,s
2339,266,9,1,i
266,286,3,1,s
510,290,5,1,s
302,292,3,1,s
1665,302,5,1,s
1909,304,8,1,s
1566,309,5,0,s
746,317,3,1,s
2176,325,5,1,i
1862,330,12,1,s
2266,333,8,0,s
1444,346,7,0,s
195,349,6,1,s
346,353,7,0,s
491,364,6,1,s
2177,370,6,1,s
1221,398,6,1,s
1702,415,9,1,s
1905,416,8,0,i
1192,429,8,0,i
579,469,8,0,s
2339,491,9,1,i
1186,501,6,0,s
1807,510,7,1,i
,546,9,0,i
1361,562,9,0,s
2336,579,5,0,s
1807,589,5,0,i
1932,608,7,0,s
325,629,6,0,i
241,632,7,1,s
510,635,12,0,i
2869,640,9,1,i
325,643,11,0,s
415,690,10,1,s
1712,698,7,1,s
304,700,8,1,i
510,705,9,1,s
2687,712,7,1,i
562,727,4,0,s
1633,736,6,0,i
1712,741,6,1,s
1879,745,8,0,s
562,746,11,1,s
589,752,10,1,s
2664,758,8,1,s
643,777,9,1,s
1426,814,8,0,s
1267,825,8,0,s
346,841,7,0,s
349,842,11,1,s
712,850,8,1,s
1129,862,10,0,s
2177,868,7,1,i
850,874,12,0,s
1464,876,6,1,s
1909,889,1,1,i
2373,902,4,1,s
1361,919,9,1,s
2429,946,12,1,i
491,960,9,1,i
242,963,8,1,s
643,981,7,0,s
1566,988,4,0,s
2429,1012,14,1,s
562,1018,5,1,s
266,1043,8,1,i
919,1052,4,1,s
2224,1053,8,1,i
330,1069,4,1,s
988,1116,8,0,i
2176,1121,11,0,i
1116,1129,6,0,s
325,1151,10,1,s
745,1184,7,1,s
2632,1186,5,0,i
746,1192,10,1,s
629,1220,11,1,s
1043,1221,4,0,s
2429,1234,4,1,s
1979,1267,7,1,s
1674,1313,8,0,s
2224,1359,9,1,s
2314,1361,7,1,s
1932,1385,6,0,i
349,1412,6,1,s
1967,1426,5,1,s
727,1444,6,1,s
1712,1464,10,1,s
1444,1481,6,0,s
136,1523,7,1,s
2695,1558,3,1,i
2163,1566,6,0,s
981,1586,7,1,s
2001,1633,5,0,s
981,1665,9,0,s
1361,1674,14,0,i
1979,1680,8,1,s
946,1681,6,1,s
1444,1686,8,1,s
2938,1687,7,1,i
2653,1702,7,1,s
,1712,6,1,s
2513,1720,13,0,s
825,1732,6,0,s
1817,1734,8,0,i
1267,1749,6,1,s
1862,1754,6,0,i
1116,1764,8,0,s
745,1807,9,1,s
2177,1808,8,0,s
2421,1817,6,0,s
1053,1834,10,1,s
842,1836,9,0,s
1184,1862,11,1,s
364,1879,11,1,s
1558,1905,4,0,s
1879,1909,7,1,s
1665,1932,4,0,i
2001,1967,8,0,i
2455,1975,8,1,i
777,1979,9,1,i
2044,1997,7,1,s
1674,2001,6,0,s
608,2024,9,1,i
2687,2044,5,1,i
1732,2084,7,1,i
148,2106,9,0,s
2983,2124,7,0,s
2044,2135,9,0,s
1909,2136,6,1,s
1464,2163,7,0,s
2163,2164,13,1,s
,2176,6,1,s
579,2177,7,0,s
2084,2224,10,1,s
1052,2259,10,1,s
960,2262,6,1,s
2136,2266,3,0,s
1267,2285,4,0,s
946,2300,6,1,s
2869,2314,7,0,s
919,2336,5,1,i
712,2339,8,1,s
2314,2373,9,0,s
1234,2392,4,1,s
727,2421,3,0,s
1817,2424,7,0,i
398,2429,7,1,s
2176,2455,8,1,s
1129,2495,8,0,i
1234,2512,9,1,i
2373,2513,7,0,s
1732,2523,8,1,s
346,2540,9,0,s
1674,2577,5,0,s
2164,2579,9,0,s
302,2594,11,1,s
1836,2627,9,0,s
1523,2631,8,0,s
2164,2632,3,1,s
2869,2653,6,1,s
643,2659,8,1,s
2135,2660,8,0,s
1412,2664,11,1,s
2540,2666,6,0,s
963,2687,6,1,s
2084,2695,4,1,s
608,2725,5,0,i
429,2735,6,1,i
745,2759,7,1,s
1836,2799,9,0,s
1681,2825,7,0,i
349,2865,9,0,s
712,2869,5,0,i
1220,2876,5,1,s
193,2880,9,1,s
2421,2894,10,0,s
2259,2899,5,0,i
635,2922,5,0,s
1184,2938,5,1,i
842,2960,8,0,i
2687,2968,12,1,s
242,2983,8,0,s
1807,2995,6,1,s
