recruiter,recruit,degree,blk,testatus
1728,19,16,0,s
2425,33,23,1,s
2368,41,21,0,i
615,86,17,1,s
791,91,20,0,s
250,103,21,0,s
131,104,20,0,s
2238,118,30,1,s
598,131,17,0,s
872,139,17,1,s
235,149,19,0,s
923,154,19,0,s
416,177,14,1,s
2395,182,23,1,i
1433,184,20,1,s
913,189,25,0,s
33,206,25,0,i
1050,212,21,0,s
227,214,22,1,s
393,227,32,0,i
1786,228,23,1,s
1366,235,22,0,s
259,246,19,1,s
2174,250,15,0,s
2404,259,17,0,i
1257,272,24,0,i
1069,277,16,0,s
1403,301,24,1,s
1626,357,21,1,s
2309,367,20,1,i
1193,372,24,0,i
,375,16,0,s
139,379,23,1,s
1362,393,21,1,i
987,394,28,1,i
823,401,28,1,s
154,406,23,0,i
1310,416,20,1,s
2048,424,24,1,s
2097,431,22,1,s
1144,448,24,0,s
2169,468,26,1,s
636,469,16,1,s
2465,481,24,1,s
2399,484,25,1,i
535,493,21,1,s
1906,509,23,0,s
1219,518,11,0,s
2316,528,24,1,s
904,530,21,1,s
1366,535,30,1,s
1440,550,18,1,s
555,553,20,0,s
1440,555,18,0,s
553,569,16,0,s
654,571,19,0,i
1813,572,19,1,s
1521,577,23,0,i
798,593,25,1,s
2214,598,30,0,s
2286,615,20,1,s
86,620,19,0,s
2183,622,21,0,s
424,632,26,1,s
550,636,17,1,s
493,639,15,0,s
2051,641,21,0,i
2065,647,17,1,i
,650,25,0,s
246,654,19,1,s
2097,667,19,1,s
2262,670,24,0,s
1759,679,14,1,s
,685,19,1,s
189,690,26,1,s
1824,701,23,0,s
773,702,25,0,s
177,708,31,1,s
571,742,24,1,s
987,743,25,0,s
2135,749,24,1,s
793,753,25,1,s
1310,773,24,0,s
667,786,32,1,s
1226,791,23,1,s
401,793,23,1,s
860,795,20,0,s
214,798,20,1,s
19,803,27,0,s
1786,823,22,1,s
401,838,28,1,s
882,852,16,0,s
1761,860,26,1,s
1850,864,23,1,s
1463,872,22,0,s
357,882,23,1,s
1482,885,23,0,s
2135,904,33,1,s
685,909,21,1,s
1366,913,18,1,s
1481,923,29,0,s
2404,933,21,0,s
1053,935,21,1,s
569,955,25,0,s
2048,974,27,1,s
1624,987,21,1,s
1685,994,23,1,s
1482,998,19,0,s
1226,1001,12,1,s
2056,1021,27,0,s
1403,1050,20,1,s
2316,1053,23,1,s
1583,1068,23,1,s
1440,1069,33,0,s
2072,1072,24,1,s
1433,1074,20,0,s
1092,1078,18,1,s
1784,1079,19,0,s
904,1085,18,1,s
1074,1091,13,1,i
2101,1092,15,1,s
1795,1107,25,1,s
1784,1115,22,0,s
1193,1126,22,1,s
860,1136,22,1,s
1376,1144,26,0,s
2005,1146,21,0,s
1226,1147,25,1,s
620,1153,23,0,s
1792,1155,23,1,s
2395,1160,20,0,s
2380,1193,24,1,s
2108,1214,14,1,s
228,1219,16,1,s
227,1221,25,0,s
2300,1226,17,1,s
1824,1229,21,0,s
1728,1249,20,1,s
654,1257,21,0,s
1844,1261,17,0,s
685,1264,17,0,s
2242,1268,23,0,s
690,1269,14,0,s
1442,1272,21,0,s
1903,1281,27,0,s
1496,1294,19,1,s
1308,1296,20,0,s
1783,1308,16,1,s
1272,1310,23,1,s
528,1320,21,1,s
860,1323,14,1,s
91,1341,24,0,s
2228,1350,34,1,s
555,1362,17,0,s
,1366,23,1,s
2228,1373,23,1,s
2241,1376,24,1,s
569,1379,26,0,s
2339,1396,21,0,s
214,1403,17,1,s
468,1408,21,0,s
104,1417,17,0,s
793,1425,21,0,s
1485,1433,12,0,s
598,1437,21,0,s
,1440,13,1,s
933,1442,29,0,s
1146,1456,23,0,s
2275,1463,25,0,i
773,1469,18,0,s
2399,1471,21,1,s
2286,1478,24,1,s
2425,1481,18,0,s
1050,1482,27,0,s
1481,1485,19,1,s
1824,1496,15,1,s
2426,1504,23,0,s
798,1505,17,1,s
852,1519,22,0,s
1001,1521,23,0,s
2327,1530,19,0,s
530,1531,17,1,i
2034,1535,15,0,i
2455,1571,18,1,s
1784,1581,22,0,s
1933,1583,17,1,s
2097,1586,20,1,s
1519,1588,22,1,s
1308,1597,19,1,s
1153,1608,26,0,s
2241,1624,18,0,s
149,1626,25,0,s
1792,1627,25,0,s
1269,1631,24,0,s
572,1655,16,1,s
1362,1685,21,1,s
228,1688,19,1,i
33,1704,20,1,s
994,1709,22,0,s
2465,1710,24,0,s
2040,1716,17,1,s
702,1725,18,0,s
1379,1728,25,1,s
1933,1732,13,1,s
1261,1738,25,0,s
1068,1757,19,1,i
416,1759,24,0,s
2231,1761,24,0,s
923,1768,22,0,s
1320,1783,27,1,s
91,1784,20,0,s
86,1786,22,1,s
2380,1792,18,0,s
1783,1793,33,1,i
2309,1795,17,1,s
636,1811,25,1,s
2262,1813,25,0,s
259,1814,16,1,s
1469,1824,25,1,s
1376,1838,16,1,i
1153,1844,17,0,s
933,1849,14,0,s
214,1850,28,1,s
577,1861,20,1,s
1193,1868,15,1,s
913,1876,20,1,s
1709,1903,19,0,s
1021,1906,23,0,s
1050,1909,30,1,i
593,1914,22,1,s
1850,1933,19,1,s
2135,1937,24,0,s
1813,1984,17,1,s
654,2005,27,1,s
182,2017,24,0,s
2048,2034,18,1,s
2162,2035,16,1,s
1783,2040,19,0,s
994,2048,22,1,s
1379,2051,23,0,s
33,2056,20,0,s
2162,2065,20,0,s
1732,2072,23,1,s
2241,2075,19,1,s
379,2095,19,1,s
177,2097,19,1,s
206,2101,16,1,s
1984,2108,17,1,s
2262,2135,24,0,s
904,2144,18,0,s
2005,2162,20,1,s
2034,2164,26,1,s
301,2169,21,1,s
86,2174,24,1,s
2095,2175,14,1,s
1521,2179,28,1,s
838,2183,30,1,i
,2185,20,1,s
530,2198,19,1,s
1281,2214,19,0,s
1078,2226,19,0,s
1320,2228,18,1,s
1786,2231,23,1,s
2183,2237,18,0,s
2017,2238,21,0,i
2051,2241,25,1,i
838,2242,18,0,s
882,2262,16,0,s
615,2275,22,1,s
636,2286,15,1,s
994,2300,28,1,s
1588,2308,22,1,s
791,2309,21,1,s
1814,2316,16,1,s
103,2325,25,0,s
1362,2327,20,0,s
1838,2329,21,1,s
1261,2331,23,1,s
1849,2339,24,1,s
1624,2366,25,0,s
1624,2368,20,0,s
1069,2370,30,0,s
2072,2379,25,0,i
823,2380,16,0,s
2051,2395,22,0,s
2309,2399,20,1,s
553,2404,22,1,i
1272,2420,28,0,s
227,2425,23,0,s
1074,2426,26,1,s
2017,2432,24,0,s
1914,2450,24,0,s
615,2455,28,1,s
2075,2465,30,1,s
2075,2468,21,1,s
2065,2483,19,1,s
