recruiter,recruit,degree,blk,testatus
122,1,9,0,i
424,2,9,1,i
593,5,7,1,i
271,8,12,1,i
353,13,6,1,i
929,18,6,0,i
670,21,8,0,i
736,23,6,0,i
842,26,7,0,i
884,29,10,0,i
885,30,8,0,i
276,31,3,0,i
298,34,7,1,i
874,39,10,1,i
26,40,4,0,i
160,41,11,1,i
563,42,6,1,i
818,43,8,0,i
485,49,3,1,i
899,53,15,1,i
39,57,7,0,i
208,62,9,0,i
23,66,6,1,i
582,67,10,1,i
223,71,6,0,i
657,72,5,0,i
839,75,4,1,i
228,82,6,1,i
747,84,4,1,i
680,85,5,1,i
583,87,8,0,i
583,93,10,1,i
600,94,14,0,i
747,95,5,1,i
471,96,8,1,i
554,97,7,1,i
315,104,9,0,i
657,106,6,1,i
264,107,8,1,i
695,110,5,0,i
71,116,8,1,i
835,117,10,0,i
437,118,6,1,i
53,119,12,1,i
450,120,9,0,i
427,122,5,0,i
18,126,8,0,i
710,130,9,1,i
708,135,10,0,i
135,137,4,0,i
529,139,8,1,i
478,142,5,1,i
504,147,8,1,i
885,158,3,1,i
316,160,4,1,i
18,161,6,1,i
30,164,6,1,i
294,167,5,0,i
787,170,8,1,i
87,173,9,0,i
929,174,5,1,i
448,179,6,0,i
754,180,8,1,i
41,184,11,1,i
471,185,9,1,i
437,187,4,1,i
,188,0,1,i
448,189,10,1,i
228,190,7,1,i
13,191,8,0,i
754,192,8,1,i
554,195,5,1,i
451,200,7,0,i
82,202,7,0,i
370,203,10,0,i
831,205,9,0,i
763,208,10,1,i
223,218,8,0,i
645,222,11,1,i
496,223,6,0,i
258,228,7,0,i
977,229,7,0,i
703,230,7,0,i
334,236,9,0,i
755,240,9,1,i
929,245,10,0,i
667,246,4,1,i
831,254,4,0,i
66,257,8,1,i
104,258,7,0,i
13,264,7,1,i
430,265,8,1,i
118,266,4,0,i
391,267,3,0,i
529,268,8,1,i
511,271,13,0,i
,276,11,1,i
116,279,9,0,i
478,281,11,1,i
694,285,10,0,i
87,291,5,0,i
565,293,11,1,i
891,294,4,1,i
583,298,10,0,i
84,299,4,0,i
649,303,6,0,i
417,306,5,1,i
200,315,10,1,i
704,316,6,0,i
218,317,9,1,i
838,321,9,0,i
550,327,11,0,i
370,328,10,1,i
838,332,3,0,i
187,333,6,1,i
529,334,11,1,i
710,338,7,0,i
613,339,7,1,i
268,342,4,0,i
762,347,8,0,i
914,348,4,1,i
445,353,8,1,i
784,355,4,0,i
192,361,10,1,i
303,363,12,0,i
550,366,7,0,i
139,370,6,1,i
826,376,5,0,i
328,380,6,1,i
174,381,3,0,i
338,391,11,1,i
409,396,8,1,i
21,406,8,1,i
893,409,9,1,i
281,414,10,0,i
782,417,7,1,i
424,418,8,1,i
645,421,11,1,i
174,424,6,1,i
695,427,6,1,i
236,430,5,1,i
414,435,4,0,i
303,437,10,0,i
471,443,5,0,i
281,445,8,0,i
421,448,5,1,i
355,450,7,1,i
787,451,11,1,i
281,455,8,0,i
391,456,7,1,i
366,461,8,1,i
328,463,5,0,i
5,466,5,1,i
741,471,6,1,i
26,478,9,1,i
200,485,11,1,i
189,486,8,0,i
704,487,8,1,i
830,489,6,0,i
1005,490,13,0,i
695,496,7,1,i
21,499,7,1,i
435,501,8,0,i
622,503,10,0,i
,504,7,1,i
731,511,10,1,i
66,516,3,0,i
218,519,5,0,i
