recruiter,recruit,degree,blk,testatus
537,1,9,0,i
398,6,10,1,i
583,8,12,1,i
620,12,11,1,i
271,16,7,0,i
756,17,14,0,i
867,18,6,0,i
577,19,4,0,i
503,23,6,0,i
924,24,9,1,i
474,25,6,1,i
436,26,7,0,i
717,28,9,1,i
44,33,4,0,i
18,36,8,0,i
116,44,6,0,i
467,46,6,1,i
559,47,7,1,i
555,54,10,0,i
753,55,9,1,i
660,65,5,1,i
756,68,9,1,i
738,74,8,1,i
236,78,9,0,i
438,79,6,1,i
233,87,8,0,i
379,88,5,0,i
417,90,1,1,i
74,94,14,0,i
747,95,5,1,i
624,96,8,1,i
626,98,6,0,i
33,101,5,0,i
881,102,6,1,i
721,103,7,1,i
966,104,9,0,i
264,107,8,1,i
966,109,9,1,i
895,112,7,0,i
126,116,8,1,i
317,125,4,1,i
672,126,8,0,i
606,128,13,1,i
101,129,10,0,i
901,132,6,1,i
366,133,7,1,i
834,134,10,1,i
156,138,7,1,i
706,139,8,1,i
582,140,5,1,i
478,142,5,1,i
980,145,6,0,i
74,156,13,0,i
779,157,6,0,i
891,160,4,1,i
771,161,6,1,i
87,166,3,0,i
524,168,8,0,i
224,177,5,1,i
898,178,8,1,i
497,180,8,1,i
239,190,7,1,i
87,194,5,0,i
24,199,4,1,i
570,206,10,0,i
353,213,6,1,i
138,215,5,1,i
353,224,10,1,i
429,225,4,1,i
467,228,7,0,i
559,230,7,0,i
531,232,6,1,i
436,233,7,1,i
398,235,7,0,i
901,236,9,0,i
450,239,8,0,i
570,241,7,1,i
452,244,6,1,i
950,256,3,1,i
228,258,7,0,i
112,262,8,0,i
753,264,7,1,i
384,265,8,1,i
904,270,8,1,i
321,271,13,0,i
967,275,4,1,i
821,277,10,0,i
417,278,10,1,i
922,279,9,0,i
455,281,11,1,i
469,284,4,1,i
241,285,10,0,i
337,287,6,0,i
264,290,8,1,i
178,293,11,1,i
891,294,4,1,i
334,296,7,1,i
132,302,7,0,i
582,306,5,1,i
94,308,7,1,i
125,312,9,0,i
,315,10,1,i
827,317,9,1,i
834,321,9,0,i
8,323,4,0,i
782,324,5,0,i
102,334,11,1,i
867,335,3,0,i
68,337,7,0,i
782,338,7,0,i
74,343,6,1,i
585,345,6,1,i
503,348,4,1,i
8,352,7,1,i
413,353,8,1,i
128,357,7,1,i
142,362,11,0,i
262,363,12,0,i
215,364,6,1,i
129,366,7,0,i
374,372,10,0,i
967,374,10,1,i
413,379,6,0,i
302,382,9,0,i
98,383,5,0,i
499,384,7,0,i
16,385,16,1,i
33,388,20,0,i
324,391,11,1,i
560,392,4,1,i
264,393,4,0,i
287,395,7,0,i
142,398,7,1,i
860,399,12,1,i
321,402,4,1,i
,406,8,1,i
670,410,6,0,i
,413,5,1,i
306,417,7,1,i
,418,8,1,i
24,429,8,1,i
213,436,8,0,i
323,438,7,1,i
402,439,7,1,i
606,440,3,0,i
98,450,7,1,i
567,451,11,1,i
6,452,6,0,i
384,455,8,0,i
406,458,8,1,i
490,460,6,0,i
17,461,8,1,i
128,464,7,0,i
631,467,6,0,i
867,469,7,1,i
128,470,5,1,i
270,474,7,1,i
281,478,9,1,i
129,479,7,1,s
199,487,8,1,i
815,490,13,0,i
520,493,7,1,i
842,496,7,1,i
628,497,8,0,i
138,499,7,1,i
338,501,8,0,i
845,503,10,0,i
132,505,10,1,i
692,511,10,1,i
,520,11,0,i
469,521,5,0,i
579,523,9,0,i
499,524,13,1,i
88,525,3,0,i
521,528,6,0,i
845,529,7,1,i
474,531,10,0,i
206,535,6,0,i
767,537,5,1,i
732,540,9,0,i
190,548,3,1,i
65,555,8,1,i
384,559,9,0,i
258,560,6,0,i
983,563,7,1,i
747,564,10,1,i
531,567,11,1,i
323,570,6,1,i
455,572,9,0,i
139,577,3,1,i
767,579,10,0,i
567,582,6,0,i
87,583,12,0,i
603,585,7,1,i
287,586,7,1,i
733,588,7,1,i
660,589,7,0,i
379,597,7,0,i
374,603,9,1,i
55,606,9,1,i
410,612,6,0,i
511,620,10,0,i
157,624,8,0,i
773,626,12,0,i
800,628,8,0,i
429,631,6,0,i
451,638,3,0,i
771,645,9,0,i
225,648,7,0,i
54,656,3,0,i
461,658,8,0,i
335,660,5,1,i
503,666,6,0,i
285,667,9,0,i
98,670,10,0,i
308,672,8,0,i
166,679,7,1,i
794,681,9,1,i
577,682,6,1,i
410,684,3,1,i
807,692,8,1,i
345,693,4,1,i
16,700,9,1,i
270,706,6,1,i
