recruiter,recruit,degree,blk,testatus
356,3,5,1,i
823,4,4,0,i
525,9,4,0,i
743,12,11,1,i
692,16,7,0,i
659,17,14,0,i
445,21,8,0,i
571,22,10,0,i
736,23,6,0,i
849,27,6,1,i
425,35,8,0,i
247,36,8,0,i
819,40,4,0,i
772,45,13,1,i
821,47,7,1,i
378,48,4,0,i
23,50,6,0,i
793,51,3,0,i
680,53,15,1,i
329,55,9,1,i
541,57,7,0,i
116,58,12,0,i
22,59,7,1,i
237,61,7,1,i
141,67,10,1,i
100,69,6,0,i
59,71,6,0,i
213,74,8,1,i
159,78,9,0,i
438,79,6,1,i
21,80,8,1,i
98,81,8,0,i
680,85,5,1,i
493,86,11,1,i
379,88,5,0,i
595,89,11,0,i
88,91,6,0,i
383,98,6,0,i
322,100,11,1,i
315,107,8,1,i
447,109,9,1,i
262,112,7,0,i
,115,3,1,i
71,116,8,1,i
141,117,10,0,i
450,120,9,0,i
116,126,8,0,i
215,138,7,1,i
706,139,8,1,i
740,141,8,0,i
900,143,4,1,i
646,146,7,0,i
80,148,3,0,i
515,152,4,1,i
286,155,5,0,i
191,157,6,0,i
933,159,5,1,i
219,161,6,1,i
541,168,8,0,i
117,169,6,0,i
787,170,8,1,i
3,172,10,1,i
733,176,7,0,i
541,182,6,1,i
385,184,11,1,i
117,185,9,1,i
333,187,4,1,i
775,189,10,1,i
57,191,8,0,i
595,194,5,0,i
872,205,9,0,i
447,211,4,1,i
718,212,8,1,i
353,213,6,1,i
185,215,5,1,i
772,217,7,0,i
217,219,6,1,i
462,231,8,1,i
383,232,6,1,i
811,233,7,1,i
522,237,4,1,i
3,238,5,0,i
872,241,7,1,i
823,245,10,0,i
143,247,3,0,i
371,255,6,1,i
315,259,8,1,i
51,260,8,1,i
74,262,8,0,i
57,269,5,1,i
16,271,13,0,i
169,272,7,0,i
262,276,11,1,i
797,277,10,0,i
241,285,10,0,i
953,286,5,1,i
733,287,6,0,i
799,293,11,1,i
811,296,7,1,i
259,298,10,0,i
353,315,10,1,i
112,322,8,0,i
415,329,10,0,i
414,330,5,0,i
749,332,3,0,i
378,333,6,1,i
739,336,6,0,i
74,343,6,1,i
322,351,8,0,i
642,352,7,1,i
445,353,8,1,i
659,354,8,0,i
,355,4,0,i
696,356,7,1,i
215,362,11,0,i
797,363,12,0,i
215,364,6,1,i
736,371,9,1,i
413,372,10,0,i
699,376,5,0,i
882,378,3,1,i
100,379,6,0,i
472,383,5,0,i
260,385,16,1,i
354,387,6,1,i
758,388,20,0,i
91,390,6,1,i
354,394,7,0,i
739,397,7,0,i
388,405,5,0,i
788,406,8,1,i
91,407,3,0,i
379,413,5,1,i
426,414,10,0,i
819,415,3,1,i
889,416,9,1,i
641,418,8,1,i
571,425,6,1,i
81,426,5,1,i
942,434,10,0,i
336,435,4,0,i
169,438,7,1,i
434,439,7,1,i
439,440,3,0,i
416,445,8,0,i
21,447,5,1,i
355,450,7,1,i
9,460,6,0,i
794,462,9,1,i
826,466,5,1,i
233,472,6,0,i
107,475,10,1,i
152,477,13,0,i
260,481,9,1,i
272,483,6,0,i
520,493,7,1,i
435,501,8,0,i
799,503,10,0,i
12,506,9,1,i
540,515,8,0,i
233,520,11,0,i
120,522,9,1,i
823,523,9,0,i
322,525,3,0,i
27,528,6,0,i
139,529,7,1,i
232,531,10,0,i
115,535,6,0,i
522,540,9,0,i
233,541,8,0,i
329,543,5,1,i
765,546,12,1,i
493,549,7,0,i
155,552,6,1,i
362,555,8,1,i
12,559,9,0,i
