recruiter,recruit,degree,blk,testatus
379,5,7,0,i
319,6,6,0,s
51,11,7,0,s
636,13,4,0,s
291,23,5,1,s
133,26,5,0,s
992,28,2,1,i
125,29,6,1,s
144,33,2,0,s
126,41,4,1,s
144,42,2,0,s
502,49,8,0,i
836,50,2,1,s
852,51,3,1,i
631,56,7,1,s
530,71,2,0,s
5,77,7,1,i
546,81,1,0,i
277,85,5,0,i
450,91,5,0,s
169,99,4,0,s
909,104,4,1,s
321,109,4,0,s
712,117,7,0,s
701,122,9,1,s
831,125,5,0,s
668,126,6,0,s
680,132,7,0,s
554,133,8,0,s
627,136,4,0,s
365,139,5,0,s
193,144,5,0,i
196,150,5,1,s
472,152,2,0,i
99,158,6,0,s
850,166,6,0,s
365,169,5,0,s
524,171,6,1,s
736,172,1,0,s
427,178,9,1,i
876,181,6,0,s
371,193,3,0,i
205,196,3,1,s
911,197,4,0,i
144,203,5,0,i
935,205,6,0,s
763,212,4,0,s
158,224,7,1,i
584,234,6,0,s
,237,3,1,s
882,239,9,1,s
344,240,7,0,s
77,249,6,1,i
85,255,3,1,i
856,257,4,1,i
181,259,4,0,i
255,267,5,0,s
426,269,3,1,s
287,274,5,0,s
970,277,5,0,s
307,287,5,0,s
873,289,3,0,s
49,291,10,0,i
872,293,4,0,s
368,299,4,1,i
895,301,7,0,s
321,304,7,0,i
99,307,4,0,s
841,319,9,0,s
822,321,3,0,i
502,335,4,0,s
511,343,2,0,s
117,344,2,0,s
904,347,6,1,i
29,349,3,1,i
808,365,5,0,i
450,367,2,0,i
379,368,8,1,i
513,370,3,0,s
914,371,8,0,i
927,377,8,0,i
371,379,7,0,i
26,385,3,0,i
769,396,7,0,i
158,397,5,0,s
682,399,3,1,i
287,424,3,0,s
530,426,4,1,s
255,427,6,1,s
482,441,5,1,i
720,450,5,0,i
923,459,5,0,s
399,463,6,1,s
892,464,6,0,i
892,466,5,0,s
304,469,7,1,s
158,472,5,0,s
980,473,4,1,s
590,481,4,0,s
,482,3,1,s
51,494,5,1,s
530,502,7,0,i
5,511,7,0,s
42,513,6,0,s
623,520,2,1,i
720,522,9,0,s
805,524,2,0,s
385,530,9,0,i
748,536,2,0,s
240,546,6,0,i
33,551,3,1,s
590,554,3,1,s
441,562,5,0,s
882,579,5,0,i
71,584,3,0,s
856,585,5,0,i
,590,6,0,s
181,593,6,1,s
554,595,6,1,s
291,604,9,1,s
77,608,4,1,s
763,613,2,0,s
668,623,10,0,i
904,624,6,0,s
613,627,10,0,i
109,630,7,0,i
473,631,2,1,s
472,632,6,1,i
953,636,6,1,s
178,638,8,1,s
632,648,4,1,i
181,653,3,0,s
892,668,6,0,s
851,673,5,1,s
914,680,2,0,s
636,682,5,1,i
23,684,3,1,s
117,694,5,0,s
856,701,5,1,s
464,712,3,0,s
992,713,4,1,s
257,720,4,0,i
632,731,5,1,s
737,736,5,0,s
212,737,7,0,i
469,741,7,0,i
822,748,3,0,s
627,751,3,0,s
304,763,5,0,s
668,769,6,0,i
763,774,11,0,i
623,799,3,1,s
904,804,4,0,s
737,805,2,0,s
522,807,4,0,i
935,808,2,0,s
441,822,6,0,s
831,827,8,0,s
197,831,5,0,i
335,836,6,0,s
463,841,4,1,s
851,850,6,0,i
748,851,4,0,s
307,852,3,0,s
234,856,5,0,i
872,861,4,1,i
736,862,3,0,s
897,872,5,0,i
396,873,5,0,s
935,876,3,0,s
841,882,4,1,s
269,887,6,1,s
91,892,7,0,s
224,893,4,1,i
224,895,5,1,s
450,897,4,0,i
379,899,5,0,i
125,904,9,0,s
99,909,5,0,s
546,911,8,0,s
769,914,3,1,i
513,920,3,1,s
473,922,6,1,s
85,923,3,0,s
85,925,3,0,s
6,927,4,0,s
861,935,5,0,i
562,953,4,1,s
799,958,6,1,s
807,959,5,0,i
893,967,7,0,i
122,969,5,1,s
126,970,8,0,s
26,972,6,0,s
396,980,5,1,i
899,986,5,0,s
257,992,7,1,i
