recruiter,recruit,degree,blk,testatus
29,1,6,1,s
17,3,10,1,s
15,5,6,0,s
76,6,6,0,s
96,7,7,1,s
21,9,5,0,i
93,10,8,1,s
,11,8,0,s
59,12,6,1,s
81,13,5,1,s
,14,2,1,s
12,15,6,0,s
54,16,6,1,s
97,17,9,0,s
97,18,7,1,s
42,20,4,1,s
40,21,8,0,s
20,22,8,0,s
,24,6,1,i
85,25,6,1,s
93,26,9,0,s
82,27,5,1,s
83,28,5,1,s
31,29,9,0,s
80,31,10,1,s
5,32,9,1,s
75,34,4,1,s
41,35,9,0,s
93,36,9,0,s
92,37,9,0,s
78,38,4,1,i
32,40,5,0,i
58,41,9,1,s
80,42,10,1,s
80,44,10,1,s
78,45,4,1,s
7,47,7,0,s
62,48,4,0,s
91,51,3,1,s
61,53,4,1,s
3,54,5,0,s
31,55,6,0,s
10,56,8,1,s
89,57,5,0,s
18,58,4,0,s
28,59,10,1,s
88,60,5,1,s
,61,2,0,s
32,62,5,0,s
21,63,7,0,s
70,64,9,1,i
56,65,4,1,s
6,66,5,0,s
36,67,3,1,i
81,68,3,0,s
32,69,3,1,s
24,70,8,1,s
48,72,7,1,s
66,73,4,1,s
72,74,2,0,s
70,75,5,0,s
26,76,6,0,s
42,77,1,0,s
94,78,8,1,i
85,79,7,0,s
95,80,6,1,s
78,81,8,1,s
53,82,11,0,s
53,83,6,0,s
87,85,7,1,s
47,86,5,0,i
,87,2,0,s
9,88,3,0,s
63,89,6,0,s
60,90,5,1,i
36,91,3,0,s
83,92,8,1,s
29,93,6,1,i
75,94,4,1,i
75,95,3,0,i
31,96,4,1,s
83,97,9,1,s
,98,1,0,0
