recruiter,recruit,degree,blk,testatus
64,2,4,0,s
319,6,6,0,s
621,7,4,1,s
124,25,2,1,s
219,30,5,0,s
621,36,3,1,s
268,40,3,1,s
106,41,4,1,i
258,49,8,0,s
360,57,4,0,s
791,64,9,0,s
112,65,4,1,s
780,72,5,1,s
364,79,2,0,i
276,84,8,0,i
987,95,8,0,s
650,106,4,1,s
576,112,6,0,s
940,113,2,1,s
495,116,6,1,s
911,117,7,0,s
285,119,4,0,s
232,122,9,1,s
364,124,3,1,s
831,125,5,0,s
885,127,6,1,s
627,136,4,0,s
645,149,8,1,s
840,153,7,0,s
908,154,2,1,i
190,160,4,0,i
733,164,12,0,i
64,171,6,1,s
41,175,8,0,s
49,184,3,1,s
896,188,7,0,i
547,190,5,0,s
232,195,2,1,s
911,197,4,0,s
383,200,4,0,s
501,202,7,1,s
912,206,4,1,s
328,208,2,0,s
417,213,5,0,s
776,216,4,0,s
519,217,5,0,s
383,219,5,0,s
421,232,8,1,i
171,235,1,0,i
437,243,4,0,s
253,246,3,0,s
364,252,4,0,s
502,253,8,0,s
576,256,2,1,s
136,258,4,0,s
106,265,2,1,s
41,268,5,1,i
704,269,3,1,s
437,276,4,0,s
706,281,3,1,s
927,285,5,0,i
213,290,3,0,s
49,291,10,0,s
,294,4,1,s
208,297,6,1,s
171,304,7,0,s
652,310,3,0,i
122,319,9,0,i
804,322,4,0,i
780,328,4,1,i
790,330,6,0,s
982,359,6,0,s
630,360,5,0,i
125,364,5,0,i
291,374,3,0,s
927,377,8,0,s
,383,3,0,s
297,387,6,0,i
878,390,4,1,s
865,391,7,0,s
871,397,5,0,s
519,402,3,0,s
734,406,8,0,s
933,409,3,0,s
397,414,9,0,i
268,417,4,0,i
697,421,3,1,i
530,426,4,1,i
756,429,6,0,i
581,437,3,0,s
950,448,5,1,i
,458,2,0,s
391,460,5,1,s
865,462,6,0,s
791,463,6,1,s
216,475,4,1,i
556,476,5,0,s
501,480,9,1,i
869,481,4,0,s
285,484,3,0,s
751,489,4,1,s
652,491,2,0,s
175,495,4,0,i
790,501,6,1,s
383,502,7,0,s
665,512,4,0,s
328,518,8,0,s
871,519,7,0,i
502,530,9,0,i
127,543,4,0,s
840,546,6,0,s
556,547,5,0,s
776,550,7,0,s
290,555,4,0,s
550,556,7,0,s
818,560,3,0,s
112,562,5,0,s
860,570,7,1,i
460,576,4,1,i
253,581,9,0,s
481,590,6,0,i
6,617,4,0,i
624,621,7,1,i
904,624,6,0,s
417,627,10,0,s
291,630,7,0,i
64,642,1,0,i
252,645,5,1,s
391,650,2,1,s
987,652,4,0,s
555,654,10,0,s
391,656,4,0,i
79,663,2,0,s
697,665,4,0,s
359,670,4,0,s
290,672,5,0,s
851,673,5,1,s
252,679,5,0,s
621,683,4,1,s
791,689,7,0,s
885,697,5,1,s
654,699,1,0,s
184,701,5,1,s
149,704,6,1,i
673,706,4,1,s
911,707,6,1,s
624,729,1,0,s
160,733,4,0,i
216,734,6,1,i
654,745,2,0,s
627,751,3,0,s
689,752,5,0,s
149,753,4,0,s
689,756,2,0,s
752,771,9,0,s
555,774,11,0,s
463,776,8,0,i
745,778,7,1,s
751,780,5,1,i
796,787,6,0,s
160,790,6,0,s
818,791,4,0,s
6,796,9,0,i
285,800,6,0,s
904,804,4,0,s
617,815,6,0,s
815,817,5,0,i
458,818,10,0,i
831,827,8,0,i
197,831,5,0,s
253,840,7,0,s
774,850,6,0,s
850,851,4,0,s
590,859,4,0,s
206,860,4,1,s
530,865,7,0,s
149,869,7,1,s
704,871,6,1,s
359,878,6,1,s
475,885,6,1,s
518,887,6,1,s
982,896,6,1,s
800,903,5,1,s
865,904,9,0,s
319,908,3,1,s
546,911,8,0,s
49,912,7,0,i
774,921,1,0,s
6,927,4,0,s
850,933,4,0,i
184,940,4,1,s
322,950,5,0,s
359,955,1,0,s
175,961,5,0,s
652,970,8,0,s
645,982,5,1,s
328,987,3,0,s
556,1000,7,0,s
