recruiter,recruit,degree,blk,testatus
762,3,6,1,i
259,5,2,0,s
376,12,5,0,s
279,14,10,0,i
663,21,8,1,s
89,22,6,0,s
495,27,4,1,s
179,42,8,0,s
205,46,6,1,s
826,55,6,1,s
993,65,2,0,s
424,72,8,1,s
55,78,4,0,s
389,79,3,0,s
367,81,1,1,s
647,82,6,0,s
826,83,6,1,s
727,84,6,0,s
646,89,5,0,s
172,90,4,1,s
334,95,5,0,i
420,97,3,0,s
374,107,3,1,s
588,110,6,1,s
442,113,2,0,s
356,123,6,1,s
502,124,8,0,s
90,127,6,1,s
593,128,4,0,s
113,130,5,0,s
788,131,4,1,s
424,134,6,1,s
454,138,5,0,i
227,147,6,1,s
366,157,5,1,s
773,161,6,1,s
511,162,4,0,s
470,164,3,1,s
902,172,7,0,s
840,173,6,0,s
780,179,8,1,i
821,180,5,1,s
435,181,7,1,s
993,183,4,1,s
82,189,7,1,s
110,205,3,0,i
782,214,3,0,s
183,217,5,0,s
14,220,3,0,i
422,225,5,1,s
594,227,3,1,s
389,251,5,1,s
447,253,4,0,s
21,255,11,0,s
697,256,6,0,i
366,259,5,0,i
799,261,4,0,s
613,262,4,0,s
604,263,3,0,i
442,266,7,0,s
172,270,3,1,s
127,279,5,1,s
686,297,6,1,s
253,298,9,0,s
524,304,7,1,s
488,309,5,1,i
912,315,3,0,s
996,320,7,1,s
589,330,4,0,s
95,332,3,0,s
488,334,5,0,s
374,356,3,1,i
788,357,4,0,i
205,359,5,0,s
495,360,6,0,s
870,362,4,1,s
613,366,11,1,s
127,367,5,1,s
680,369,4,0,s
867,371,7,1,s
422,372,5,1,s
663,374,3,1,s
870,376,9,1,i
992,377,3,0,s
130,387,11,0,s
913,389,4,1,i
780,390,4,0,s
332,395,6,1,i
746,405,8,1,s
996,407,6,1,s
722,420,8,1,s
618,422,4,1,s
546,424,5,0,i
808,434,3,1,s
227,435,7,0,i
546,442,5,0,s
179,446,5,1,s
,447,7,0,s
107,454,4,1,s
78,461,7,0,i
920,470,5,1,s
492,488,6,0,s
902,492,6,1,i
72,495,5,1,i
524,502,3,0,i
697,511,7,0,s
722,524,5,1,s
377,525,8,1,s
,526,6,0,s
90,534,5,0,s
534,543,6,0,s
762,546,4,0,s
214,551,6,0,s
334,562,8,1,s
902,572,6,1,s
526,588,5,1,s
885,589,5,1,s
309,593,4,0,s
162,594,5,0,s
653,603,6,1,s
691,604,4,0,s
225,611,10,1,s
424,613,7,1,i
588,618,8,1,s
593,646,7,0,s
983,647,3,0,s
543,653,2,0,i
362,658,4,0,s
646,662,3,0,s
,663,4,0,s
297,680,5,0,s
262,684,4,0,i
721,686,3,0,s
454,691,6,1,s
377,697,4,0,s
737,711,5,0,s
920,718,4,0,s
691,721,3,0,i
,722,9,1,s
82,725,3,0,i
21,726,6,1,s
27,727,9,0,s
124,732,4,1,s
904,737,5,1,i
826,746,6,1,s
680,747,6,1,s
356,749,6,1,i
727,755,5,0,i
821,762,5,0,s
90,773,4,1,s
279,776,6,1,s
992,777,10,1,s
470,778,4,0,s
162,780,5,1,s
904,782,4,0,i
594,783,5,0,s
783,787,3,0,s
262,788,7,0,s
662,789,4,0,s
65,791,4,0,s
721,799,5,0,s
572,808,8,1,s
886,810,4,1,s
611,813,5,1,s
183,821,4,0,s
359,824,2,0,s
172,826,7,1,s
72,828,5,0,s
782,834,5,0,s
726,840,5,1,i
998,848,5,1,s
776,861,5,1,i
722,862,4,0,s
334,867,8,0,s
95,870,4,0,s
297,879,7,1,s
161,885,4,1,s
183,886,5,0,s
366,894,4,1,s
526,901,6,1,s
298,902,6,1,s
502,904,7,1,s
589,905,9,0,s
593,912,8,0,s
984,913,4,1,i
913,917,5,1,i
420,920,8,0,i
711,929,4,0,s
726,951,6,1,s
27,959,6,1,s
920,983,7,0,s
808,984,5,1,s
279,991,3,0,s
470,992,3,1,i
304,993,5,0,s
262,996,8,1,s
164,998,9,1,i
725,999,2,0,s
