recruiter,recruit,degree,blk,testatus
884,1,6,1,i
625,3,6,1,i
207,9,5,1,s
258,12,5,0,s
485,17,4,0,s
758,19,6,0,s
406,23,6,1,s
553,33,7,0,s
733,34,5,1,s
240,38,5,0,s
210,39,1,0,s
237,42,8,0,s
651,53,7,0,s
597,71,8,1,s
413,75,6,1,s
282,82,6,0,s
689,84,6,0,s
281,91,4,1,s
34,94,6,0,s
289,104,5,1,s
293,108,6,1,s
75,110,6,1,s
380,132,6,1,s
938,133,6,0,s
546,145,4,1,i
282,149,4,0,i
380,152,8,0,s
108,157,5,1,s
299,158,6,1,s
840,160,2,0,i
689,164,3,1,s
840,173,6,0,s
553,177,10,0,s
94,181,7,1,s
936,189,7,1,s
475,194,6,0,s
929,195,7,0,i
286,200,3,1,s
53,202,5,0,s
236,203,6,0,s
949,207,3,1,s
748,210,7,0,s
718,211,8,0,s
954,222,4,1,s
233,225,5,1,s
949,230,10,1,s
811,233,6,1,s
71,236,4,0,i
605,237,5,0,s
236,240,5,0,i
796,242,4,0,s
613,243,4,1,s
3,258,5,1,s
613,262,4,0,s
691,276,2,0,s
988,281,4,1,i
33,282,11,1,s
517,284,3,1,s
954,286,5,1,s
552,289,4,1,s
513,293,4,1,s
,299,6,1,s
945,300,5,0,s
593,309,5,1,i
718,310,6,0,s
946,324,10,1,i
12,327,6,1,s
189,338,1,1,s
237,352,6,1,s
945,354,7,0,i
369,357,4,0,i
619,363,5,0,s
949,365,6,1,s
402,369,4,0,s
603,380,7,1,s
365,386,4,1,s
762,389,4,1,i
728,392,4,0,s
210,398,6,0,s
898,402,4,0,s
380,405,8,1,s
242,406,5,1,s
189,413,4,1,i
811,420,8,1,s
613,424,5,0,i
995,432,2,0,s
546,442,5,0,s
691,454,4,1,s
243,456,7,0,s
164,470,5,1,s
475,472,2,0,s
420,475,4,0,s
745,485,6,0,s
1,491,6,0,s
413,497,4,1,s
293,505,8,1,s
762,510,3,0,s
42,511,7,0,s
811,512,6,1,i
840,513,5,1,s
999,517,7,0,s
84,519,4,0,s
946,520,12,0,s
689,526,6,0,s
,537,3,1,s
960,544,6,1,s
424,546,4,0,s
293,552,5,1,s
,553,5,1,s
402,569,4,1,s
772,590,4,1,s
,593,4,0,s
748,597,5,1,i
745,600,4,1,s
,603,6,1,s
742,605,5,0,s
225,611,10,1,s
420,613,7,1,i
284,619,3,0,s
152,625,2,1,s
91,627,11,1,s
236,628,5,1,s
552,651,6,1,s
19,658,4,0,s
177,674,4,0,i
369,680,5,0,s
71,689,6,1,s
745,691,6,1,s
929,711,5,0,s
863,712,2,1,s
945,718,4,0,s
82,725,3,0,i
537,726,6,1,s
84,727,9,0,s
954,728,5,0,i
597,733,5,1,s
711,737,5,1,i
772,742,8,1,s
402,744,5,0,i
866,745,4,1,s
173,748,8,1,i
987,752,7,1,i
398,756,2,0,s
944,758,4,0,s
546,762,5,0,s
553,768,4,0,s
82,772,5,1,s
858,774,3,1,i
53,780,5,1,s
33,790,7,1,s
774,796,5,1,s
152,811,6,1,i
611,813,5,1,s
485,814,10,0,s
160,817,3,0,s
762,821,4,0,s
207,829,4,0,s
726,840,5,1,i
281,843,4,0,s
9,852,2,1,s
936,858,2,0,s
497,863,3,1,i
748,866,4,1,s
987,876,4,1,i
936,884,7,0,i
42,889,4,1,s
194,890,9,0,s
597,898,5,1,i
276,900,4,1,i
593,912,8,0,s
12,921,3,1,s
544,926,4,1,s
975,928,3,0,s
651,929,4,0,s
497,930,3,0,s
230,931,4,1,s
132,936,7,1,s
898,938,7,1,s
619,940,5,0,s
931,944,5,0,s
691,945,9,0,s
289,946,5,0,s
299,949,4,0,s
944,954,5,1,i
71,960,5,1,i
94,970,6,0,i
987,975,6,0,s
354,979,4,0,s
863,984,5,1,s
491,987,6,1,i
3,988,8,1,i
756,995,6,0,i
843,996,8,1,s
725,999,2,0,s
