recruiter,recruit,degree,blk,testatus
1136,17,5,1,i
,31,9,1,i
1743,36,4,1,i
,37,7,1,i
2477,50,10,1,i
949,58,6,0,i
275,129,8,0,i
1801,134,5,1,i
2684,137,7,1,i
1330,157,7,1,i
2102,163,6,0,i
916,180,12,0,i
1185,188,11,0,i
2582,195,6,1,i
1696,226,10,0,i
31,232,4,1,i
1886,235,4,0,i
721,261,4,1,i
,264,7,0,i
1741,275,7,0,i
384,277,6,1,i
1206,283,10,0,i
432,286,5,0,i
2105,311,7,1,i
381,318,6,1,i
2582,322,6,1,i
1555,342,4,0,i
1082,354,9,0,i
1280,364,9,1,i
1744,369,3,1,i
1479,374,7,1,i
1591,376,5,1,i
50,381,8,1,i
406,384,10,1,i
232,399,3,1,i
2160,406,5,1,i
709,414,5,1,i
1114,419,9,0,i
1499,432,6,0,i
1813,434,7,0,i
916,458,8,0,i
1512,486,7,1,i
1359,487,8,1,i
2153,516,7,1,i
2649,520,8,1,i
684,528,4,1,i
1173,536,8,0,i
1886,543,4,0,i
948,572,10,1,i
2135,597,5,1,i
597,611,6,1,i
1524,622,6,0,i
1499,635,8,0,i
1173,646,5,0,i
2083,650,11,1,i
1479,679,6,1,s
1359,684,8,1,i
1236,689,11,1,i
1039,691,6,0,i
2684,699,9,1,i
1762,703,8,1,i
364,704,9,1,i
2419,705,7,0,i
528,707,5,1,i
1141,709,3,1,i
1727,711,5,1,i
195,721,5,1,i
2584,751,10,1,i
1615,767,5,0,i
2315,776,7,0,i
1574,778,8,1,i
1366,784,7,0,i
986,802,7,1,i
486,808,3,1,i
916,813,9,0,i
1351,815,7,1,i
1370,820,8,0,i
2543,837,7,1,i
2035,845,6,1,i
1109,852,3,0,i
1652,868,8,1,i
1082,870,5,0,i
2105,872,6,1,i
1725,879,3,0,i
275,899,7,0,i
1351,903,9,1,i
1524,904,9,0,i
1183,912,6,0,i
2105,913,3,1,i
419,916,11,0,i
1598,919,17,1,i
,943,6,0,i
2035,948,7,1,i
1926,949,8,0,i
2004,955,7,0,i
1555,963,7,0,i
1744,967,9,1,i
976,968,4,1,i
1944,972,6,1,i
1443,976,7,1,i
1559,978,10,0,i
1232,986,5,1,i
1117,991,5,1,i
1236,1001,8,1,i
369,1002,8,1,i
2436,1005,5,0,s
2163,1015,6,1,i
1584,1026,6,1,i
381,1034,5,1,i
1005,1036,8,0,i
