recruiter,recruit,degree,blk,testatus
697,2,6,0,s
2127,14,7,1,s
1798,17,8,1,i
2999,28,4,0,s
2784,55,9,0,i
28,56,7,0,s
2352,83,5,0,s
592,167,6,1,i
1894,188,10,1,i
28,194,9,1,s
2632,213,2,1,s
2352,221,6,1,s
17,242,5,1,s
1731,265,7,1,s
1408,321,8,0,s
1099,329,9,1,i
1081,345,7,1,i
1245,348,12,1,i
2127,355,6,0,s
392,372,3,0,s
1941,392,7,0,s
2784,401,5,0,i
2322,405,11,1,i
1182,418,5,1,s
1081,430,8,1,i
321,464,12,0,s
2983,476,8,0,s
2495,505,9,0,i
2148,535,10,0,i
2833,547,10,1,i
1408,550,5,1,s
2829,554,10,1,s
880,566,6,0,s
1865,576,7,1,s
672,579,6,0,s
2322,592,8,1,i
2830,597,5,0,s
2588,622,8,0,s
2663,627,5,0,s
1051,651,6,1,i
2833,670,8,0,s
697,672,4,0,s
2203,680,4,1,s
2663,697,4,1,s
2817,703,6,1,s
2383,708,8,1,s
2737,787,4,0,i
,793,6,1,s
2906,801,7,0,s
2463,805,9,0,i
505,811,6,0,s
579,823,5,0,s
952,835,4,1,s
405,843,7,0,s
2025,844,11,1,s
835,880,3,0,s
1278,898,6,0,s
2252,908,4,1,s
2148,917,6,0,i
1483,920,7,1,i
811,946,5,0,i
2025,952,5,1,s
952,974,5,1,s
1264,992,12,1,i
1811,1010,12,1,s
627,1033,7,0,s
2939,1051,7,1,s
2833,1074,13,0,s
2515,1081,10,0,i
2,1086,4,0,s
2719,1087,6,1,i
2436,1097,8,1,s
2148,1099,10,1,s
2148,1107,6,0,i
,1124,7,1,s
2939,1151,10,1,s
17,1182,8,1,i
908,1191,5,1,s
1086,1217,14,0,i
1483,1245,9,1,i
844,1258,2,0,s
1151,1264,6,1,s
670,1266,5,0,s
2999,1268,11,0,s
1767,1276,4,1,s
952,1278,6,0,s
1285,1283,2,1,s
2127,1285,3,1,s
1217,1296,1,0,i
242,1319,11,1,s
1731,1325,6,1,s
1081,1354,10,1,i
2003,1356,6,1,i
1894,1358,7,0,i
1217,1366,8,0,s
651,1408,7,1,s
2326,1453,8,0,s
2334,1483,6,1,i
1676,1501,6,0,i
697,1526,5,1,i
2929,1530,10,0,s
1086,1537,7,0,s
843,1561,9,1,i
787,1564,3,0,s
2351,1580,4,1,i
2860,1583,8,1,s
1408,1637,9,0,s
28,1662,7,1,s
418,1676,8,0,i
348,1683,6,0,i
355,1705,7,0,s
2322,1706,7,1,s
579,1720,2,1,s
1453,1726,11,0,s
1903,1728,7,1,s
1283,1731,10,1,s
476,1767,6,1,s
843,1776,7,0,s
505,1798,8,1,i
547,1811,8,1,s
265,1812,8,0,s
1798,1817,13,1,i
2053,1865,14,1,s
1720,1892,8,1,s
2599,1894,6,1,i
2829,1903,5,1,s
627,1941,4,0,s
787,1986,9,0,s
418,2003,7,0,s
17,2011,7,1,i
2588,2025,8,1,s
2469,2026,6,0,s
2011,2053,10,0,s
2719,2083,10,1,i
2025,2096,7,0,s
823,2127,6,1,s
2599,2135,10,0,i
2684,2143,8,1,s
622,2147,7,1,s
592,2148,10,1,i
2302,2203,7,1,s
2352,2239,8,1,s
1817,2252,6,1,s
405,2302,9,1,s
811,2322,9,0,i
622,2326,11,0,s
,2334,11,1,i
2053,2346,7,1,i
2463,2351,6,0,i
2416,2352,5,0,s
1537,2358,8,0,s
597,2383,5,0,s
2358,2416,5,0,s
801,2436,7,0,s
1501,2447,8,0,i
787,2463,8,0,i
908,2469,10,0,i
1564,2495,6,0,i
592,2497,10,1,s
1182,2515,9,1,s
2817,2546,3,1,s
2939,2588,12,1,s
2495,2599,6,0,s
835,2610,9,0,i
2495,2632,4,0,s
,2653,3,0,i
188,2662,7,0,i
952,2663,7,1,s
2252,2684,5,1,i
2515,2711,8,1,i
992,2719,6,1,i
55,2737,8,0,i
,2744,5,0,s
622,2784,9,0,i
1892,2817,7,1,s
2999,2829,11,0,s
880,2830,6,0,s
597,2833,9,0,s
670,2860,7,1,s
1182,2906,7,1,s
430,2907,7,0,i
920,2929,8,0,i
1530,2939,10,0,s
2684,2950,7,1,i
1358,2983,3,0,s
2358,2999,7,0,s
