recruiter,recruit,degree,blk,testatus
326,13,9,1,s
529,14,8,0,s
179,19,11,1,s
34,23,10,0,s
881,34,4,1,s
950,43,9,0,i
43,48,9,1,s
74,59,5,1,s
746,74,6,1,s
86,78,10,1,s
144,82,5,1,s
74,86,10,1,s
283,88,8,0,s
860,92,9,0,s
88,93,11,1,s
93,95,8,0,s
59,104,10,1,s
942,107,4,0,s
575,124,5,1,s
323,125,6,1,s
631,130,4,1,s
474,135,8,0,s
543,140,6,0,s
208,141,11,0,s
147,144,9,1,s
188,146,10,1,s
400,147,7,0,s
972,159,5,1,s
631,165,10,0,s
778,166,4,1,s
,169,8,1,s
466,170,6,0,s
487,176,7,1,s
662,178,4,0,s
474,179,7,1,s
169,186,7,0,s
339,188,7,0,s
881,193,3,1,s
303,204,5,0,s
,208,4,1,s
373,223,10,0,s
400,226,8,0,s
514,241,9,0,s
43,264,8,1,i
311,276,7,0,s
491,279,3,0,s
631,281,13,0,i
78,282,7,1,s
702,283,7,0,s
,284,8,0,s
694,286,7,0,s
276,289,6,0,s
166,291,8,0,s
146,303,7,1,s
746,309,10,0,s
326,311,7,1,s
412,313,2,1,s
971,323,8,0,s
146,326,7,1,s
543,338,7,0,s
497,339,4,1,s
647,347,6,0,s
282,352,5,0,s
279,359,5,0,s
78,373,6,0,i
746,375,6,1,s
347,378,2,1,s
284,381,9,1,s
34,389,7,0,s
339,400,6,1,s
144,412,10,1,s
,413,5,1,s
276,432,7,1,s
575,436,6,0,s
432,466,2,1,s
701,468,7,0,s
766,474,3,0,s
761,476,6,1,s
276,487,6,1,s
694,491,10,1,s
731,497,8,1,s
281,503,12,1,s
698,514,14,1,s
432,528,9,1,s
717,529,7,0,s
549,532,9,1,s
125,537,8,0,s
971,543,10,0,s
339,549,5,1,s
313,558,3,0,s
575,574,5,1,s
14,575,7,1,s
165,587,3,1,s
323,593,9,1,s
130,596,10,0,s
432,609,6,0,s
882,621,8,0,s
476,631,6,1,s
972,633,10,1,s
34,646,10,0,i
412,647,7,0,s
125,654,5,0,s
537,656,8,0,s
925,657,3,1,s
788,662,6,1,s
549,694,8,1,s
208,695,11,0,s
766,698,7,1,s
82,701,7,0,s
284,702,7,0,s
842,705,4,0,i
400,717,7,1,s
130,720,6,0,s
596,728,5,1,s
169,731,5,1,s
186,736,9,1,s
476,746,8,0,s
702,761,9,1,s
283,766,7,1,s
412,768,3,0,s
140,778,8,1,s
537,785,7,1,s
82,788,9,1,s
326,801,10,1,s
928,811,6,1,s
842,817,11,1,s
817,826,6,0,s
,842,9,0,s
701,843,5,0,s
766,845,6,1,s
,852,3,1,s
701,853,4,1,i
537,860,9,1,s
801,863,5,1,s
698,873,2,0,s
882,881,6,0,s
950,882,7,1,s
146,898,4,1,s
662,915,7,1,s
125,925,9,0,s
82,928,4,0,i
,931,10,1,s
140,933,14,0,s
144,942,8,1,s
130,950,10,1,s
188,971,10,1,s
476,972,10,1,s
,982,0,0,0
528,1003,1,1,0
