recruiter,recruit,degree,blk,testatus
264,10,7,0,s
213,14,5,0,s
1888,18,3,0,s
1056,52,6,1,s
1449,56,7,1,s
2037,68,4,0,s
2488,98,12,0,s
458,146,5,0,s
2829,201,8,0,s
1023,213,9,0,s
1659,239,3,0,s
1449,246,6,1,s
1732,264,4,0,s
2994,315,5,0,s
264,368,6,0,s
1049,370,4,0,s
1828,405,8,1,s
452,423,7,0,s
2102,446,4,1,s
2606,452,5,0,s
1659,458,5,0,s
2683,567,5,0,s
2683,584,6,0,s
2853,587,10,0,s
1510,588,6,1,s
601,592,4,1,s
246,601,4,1,s
2326,602,8,0,s
56,603,8,1,s
601,625,7,1,i
2062,697,5,0,s
1645,709,4,0,s
2753,719,8,1,s
1837,754,2,0,s
1234,787,6,0,s
2606,798,6,1,s
1645,801,6,0,s
1828,809,4,1,s
1595,811,5,0,s
1188,829,5,0,s
1671,836,3,1,s
1056,846,5,1,s
1535,895,4,1,s
602,898,4,0,s
1348,921,9,0,s
1595,955,6,0,s
567,957,4,0,s
2122,990,4,0,s
754,998,4,0,s
1565,1003,4,0,s
1348,1023,4,0,s
1421,1049,7,0,s
955,1056,4,1,s
1901,1066,5,0,s
,1100,6,1,s
602,1123,4,0,s
1339,1132,3,1,s
1972,1154,10,0,s
1895,1186,9,0,s
2082,1188,4,0,s
246,1195,4,1,s
1023,1234,3,0,s
990,1331,7,0,s
1732,1339,6,1,s
2863,1348,9,0,s
1023,1349,5,0,s
1449,1379,9,1,s
2829,1402,6,0,s
1402,1421,3,0,s
809,1441,7,1,s
1972,1449,5,1,s
18,1485,7,0,s
2855,1510,7,1,s
2855,1512,9,1,s
405,1535,6,1,s
1959,1546,7,0,s
1379,1560,7,1,s
2994,1565,4,0,s
2829,1595,4,0,s
2835,1641,4,1,s
2037,1645,7,0,s
2326,1650,5,0,s
584,1659,7,0,s
1339,1671,8,1,s
2835,1677,5,0,s
1937,1732,9,0,s
1049,1755,4,0,s
1195,1828,9,1,s
2986,1837,5,0,s
2122,1886,11,0,i
14,1888,4,0,s
567,1895,10,0,s
2853,1901,5,0,s
2853,1937,2,0,s
2835,1958,6,0,s
1837,1959,6,0,s
239,1970,3,1,s
957,1972,6,0,s
567,2008,6,0,s
2384,2037,4,0,s
2008,2062,4,0,s
10,2070,7,0,s
2404,2074,5,1,s
846,2075,8,1,s
1349,2079,4,0,s
811,2082,3,0,s
846,2102,4,1,s
368,2105,6,1,s
201,2122,4,0,s
2231,2128,11,0,s
1003,2145,2,0,s
56,2178,5,1,s
,2229,8,0,i
1188,2231,2,0,s
,2253,4,0,s
1959,2270,5,0,s
955,2287,3,0,s
2488,2317,7,0,s
1003,2326,5,0,s
1755,2327,2,0,s
213,2384,4,0,s
1671,2404,5,1,s
603,2421,3,0,s
2122,2488,10,0,i
603,2497,2,1,s
846,2562,3,1,s
1970,2606,3,1,s
2994,2683,9,0,s
1970,2753,6,1,s
1056,2784,3,1,s
1379,2793,5,1,s
2327,2801,4,0,s
2986,2821,5,0,s
1066,2826,4,0,s
697,2829,7,0,s
1671,2835,6,1,s
898,2853,4,0,s
601,2855,6,1,s
368,2859,5,0,s
2145,2863,7,0,s
2913,2887,4,0,s
1560,2903,5,1,s
1348,2909,2,0,s
1349,2913,2,0,s
990,2943,8,0,s
1595,2947,6,0,s
10,2968,1,0,s
1645,2974,6,0,s
1421,2986,5,0,s
,2994,4,0,s
