recruiter,recruit,degree,blk,testatus
2208,1,9,0,s
1393,17,10,1,s
1898,18,5,0,i
2746,30,2,1,s
2434,37,4,1,s
2831,45,5,0,i
832,46,6,1,s
1671,65,6,0,s
218,74,5,1,s
285,79,7,0,s
967,86,5,0,s
692,103,7,0,s
341,113,3,1,s
1509,114,10,1,s
936,124,3,1,s
2067,154,3,0,s
1361,167,5,1,s
577,175,6,0,s
1688,184,4,0,s
2554,191,4,0,s
885,208,3,0,s
1895,218,2,1,s
2367,230,1,1,s
2536,234,5,0,s
1698,239,8,0,i
1472,258,5,1,s
1472,260,5,1,s
1702,274,6,0,s
2342,278,6,0,s
1584,285,6,0,s
18,300,11,0,i
599,323,7,1,s
389,327,5,0,s
2101,337,6,1,s
1054,341,8,0,s
1868,348,5,1,s
2492,351,6,0,s
2888,375,6,1,s
300,387,9,0,s
404,388,4,0,s
2862,389,6,0,s
1583,397,4,1,s
2334,404,5,0,i
1593,445,6,1,s
2499,469,3,0,s
2763,477,7,0,s
387,522,4,0,s
1964,523,5,1,s
2492,527,8,1,i
1,541,8,0,s
2918,548,6,0,s
936,562,9,1,s
2115,577,4,0,s
604,579,9,1,s
2831,599,4,0,s
2663,604,5,0,s
1431,605,4,1,s
604,623,8,0,s
523,656,7,1,s
2942,677,7,1,s
2925,684,8,1,s
2888,685,6,1,i
1999,692,6,1,s
2434,702,6,1,s
2150,710,6,1,s
579,712,5,1,s
469,742,9,1,s
2565,756,5,1,s
,765,3,0,i
1387,769,8,0,s
623,784,4,0,s
300,789,6,1,s
2983,790,7,0,s
2620,793,4,1,s
2565,795,2,1,s
2193,797,4,1,s
1472,802,7,1,i
2102,812,5,1,s
769,813,6,0,s
387,820,8,0,s
784,832,9,1,s
2231,835,7,1,s
1763,842,2,1,s
2249,847,5,0,s
1868,856,4,0,s
2701,880,4,1,s
684,885,8,0,s
1417,899,5,0,s
2433,923,3,0,i
2746,925,6,1,s
389,929,11,1,s
579,936,8,0,s
2616,943,6,1,s
260,944,6,1,s
1593,945,5,1,s
1,949,6,1,s
1177,952,6,1,s
2855,967,5,0,s
1747,977,9,0,s
2751,983,6,1,s
2410,1010,4,0,s
2134,1036,1,1,s
2101,1039,3,1,s
388,1043,8,1,s
1131,1048,4,0,s
2051,1054,7,0,s
548,1072,5,0,s
2410,1077,4,0,i
2918,1081,9,1,s
1,1083,3,1,s
274,1087,5,1,s
2092,1106,3,1,s
2199,1131,8,0,s
2404,1139,5,0,s
234,1146,3,0,s
945,1157,4,0,s
2072,1177,3,0,s
1611,1181,2,1,s
258,1187,4,1,s
1747,1189,5,1,s
184,1195,7,0,s
812,1223,3,1,s
2862,1247,4,0,s
820,1250,3,1,s
2536,1259,6,1,s
944,1266,3,0,s
1910,1275,11,1,s
1667,1299,3,1,s
712,1336,4,1,s
2027,1361,14,0,i
2334,1364,7,1,s
388,1379,7,0,i
522,1387,3,0,s
1581,1393,4,0,s
2366,1417,5,0,s
2493,1423,8,1,s
1708,1431,6,1,s
2150,1453,2,0,s
1039,1472,7,1,i
2627,1477,6,0,s
1910,1501,3,1,s
548,1502,8,1,s
2163,1506,9,1,s
1131,1509,4,1,s
37,1537,6,1,s
1708,1548,6,1,s
2582,1581,6,1,s
1729,1583,6,1,i
2855,1584,8,0,s
2416,1587,4,0,s
2259,1593,3,0,s
1275,1611,3,1,s
2027,1655,8,0,i
1393,1658,5,0,s
2366,1663,4,0,s
2181,1667,7,1,s
605,1671,9,0,s
2342,1688,6,0,s
2359,1698,5,1,s
2051,1702,8,0,s
1502,1703,7,1,s
2193,1708,7,1,s
967,1729,5,0,s
2455,1745,1,1,s
1973,1747,5,0,i
2255,1753,5,0,s
1806,1757,4,0,s
1916,1763,7,0,s
2925,1777,9,1,s
1973,1806,7,1,s
1453,1829,4,0,s
239,1841,5,0,s
37,1868,7,1,s
404,1873,5,1,s
2231,1885,5,1,i
1655,1892,7,0,i
1501,1895,4,1,s
925,1897,5,0,s
765,1898,2,0,s
477,1909,8,0,s
599,1910,6,0,s
2102,1914,6,1,s
2953,1916,6,0,s
2976,1941,6,0,s
469,1953,8,0,s
832,1964,5,1,s
1897,1973,7,0,i
2983,1999,6,1,s
856,2016,6,1,s
2493,2018,5,0,s
2249,2027,5,0,s
1043,2036,4,1,i
548,2045,5,1,i
1583,2051,5,0,i
167,2067,6,1,s
2586,2072,9,1,s
1611,2092,6,0,s
2255,2098,6,1,s
2616,2099,10,1,s
1806,2101,3,1,s
813,2102,6,0,s
2092,2111,7,0,s
1757,2115,3,1,s
2538,2119,4,1,s
1916,2125,4,0,s
2627,2134,5,0,s
1189,2150,3,0,s
2586,2161,2,1,s
2099,2163,7,1,s
527,2169,7,1,s
,2181,1,0,s
2134,2187,3,1,s
1663,2188,6,0,s
1667,2193,5,1,s
802,2199,5,0,s
2323,2201,4,0,s
2329,2208,4,0,s
1131,2214,4,1,s
1873,2225,11,0,s
2954,2231,6,0,s
167,2240,2,1,s
885,2249,4,0,s
1259,2255,4,1,s
387,2256,8,0,s
2323,2259,6,1,s
1477,2318,3,0,s
1189,2323,6,1,s
1964,2329,10,1,s
30,2334,8,0,s
2877,2342,5,0,s
2499,2356,7,1,s
2976,2359,8,1,s
2036,2366,5,0,s
2099,2367,7,1,s
2433,2384,3,0,s
351,2404,9,0,i
812,2409,4,1,s
856,2410,7,1,i
832,2416,4,0,s
1806,2420,6,0,s
2359,2426,6,1,s
1729,2429,3,1,s
1259,2433,5,0,i
1698,2434,7,1,s
1247,2438,6,1,s
2356,2455,5,0,s
86,2492,7,0,s
2099,2493,8,1,s
375,2497,3,1,s
2115,2499,4,1,s
2702,2502,9,0,s
1039,2536,6,1,s
1914,2538,3,0,s
812,2543,3,1,s
2849,2554,2,0,s
1583,2565,3,1,s
1763,2582,3,1,s
2627,2586,4,1,s
790,2603,2,1,i
692,2606,6,1,i
1275,2616,3,1,s
2072,2618,4,1,s
2329,2620,5,1,s
1537,2624,3,1,s
977,2627,6,0,s
2603,2628,7,0,i
710,2633,1,0,s
300,2648,3,0,s
375,2663,3,1,i
1841,2667,4,1,s
2455,2701,4,1,s
1841,2702,5,0,s
2543,2725,6,1,s
2199,2727,7,0,s
2888,2746,11,1,i
2067,2751,8,0,s
2225,2763,8,0,s
2036,2799,7,1,s
936,2831,8,0,s
1671,2849,4,0,s
65,2855,4,0,s
1146,2859,3,0,s
1387,2862,10,0,s
,2877,7,0,s
2199,2885,7,1,s
765,2888,8,0,i
1223,2891,5,0,s
167,2918,7,1,s
1195,2925,6,0,s
65,2942,7,0,s
522,2953,2,0,s
1708,2954,4,0,i
2543,2956,7,1,i
2366,2973,6,0,s
1195,2976,6,0,s
2036,2983,6,0,i
