recruiter,recruit,degree,blk,testatus
1387,46,6,1,i
1672,47,10,0,i
2696,60,11,0,s
60,62,10,0,s
1446,89,9,1,s
1552,91,4,1,s
959,104,6,0,s
2894,106,4,0,i
1235,119,6,0,s
254,136,5,0,s
209,140,10,0,i
1005,146,8,1,i
2077,159,6,1,i
997,190,9,1,s
1366,196,10,0,s
2034,204,11,0,s
1860,209,12,0,i
301,221,9,0,s
2709,243,10,0,i
957,254,14,0,s
2299,260,6,1,s
190,301,4,0,s
119,349,4,0,i
1202,351,6,0,s
959,373,9,0,s
1495,402,8,1,s
2614,410,10,0,s
1118,476,5,1,s
1308,477,13,1,i
1478,492,9,1,i
136,493,10,0,s
1235,526,4,0,s
2801,540,7,0,s
402,558,5,0,s
243,561,9,0,i
1202,593,8,0,s
1737,639,6,0,s
1446,644,9,1,s
492,664,12,1,s
2851,680,5,1,s
2260,690,9,1,s
1179,695,8,1,s
1537,700,7,0,i
1672,709,8,1,s
1235,739,8,0,s
1729,788,4,0,i
2879,805,10,0,s
1308,808,5,1,s
,864,5,1,s
2100,873,6,0,i
373,879,10,1,s
1500,901,11,0,s
2935,915,7,0,s
526,920,6,1,s
1333,925,6,0,i
1380,957,9,1,s
136,959,5,0,s
243,970,4,1,s
644,975,10,0,i
879,997,9,1,s
2419,1005,7,1,s
119,1010,6,1,s
879,1012,5,1,s
47,1063,6,1,s
,1084,6,0,i
2256,1089,9,1,i
106,1105,5,0,s
957,1118,8,1,s
2998,1122,5,0,s
,1155,7,0,s
204,1176,10,0,s
1469,1179,9,1,s
788,1200,6,0,i
1118,1202,6,1,s
2363,1209,4,1,s
2335,1228,5,1,s
,1235,5,0,s
1774,1242,5,1,s
209,1247,4,1,i
2080,1251,7,0,s
2046,1258,4,0,s
2776,1308,5,1,s
2709,1315,8,0,s
2726,1320,5,0,s
2573,1328,6,1,i
136,1331,5,0,i
1366,1333,8,0,i
2179,1346,7,0,s
1010,1365,7,1,s
1446,1366,5,0,s
190,1368,9,1,s
1502,1379,7,0,s
1005,1380,7,1,i
1502,1384,6,0,i
1478,1387,7,1,s
1379,1388,10,0,s
2299,1398,5,1,s
196,1407,6,0,s
805,1415,3,1,s
1179,1425,7,1,s
1537,1434,2,1,s
2080,1445,5,0,i
1320,1446,10,1,s
2935,1462,5,0,s
1415,1469,14,0,s
1741,1471,7,1,s
2649,1472,6,1,s
60,1478,15,1,i
1010,1495,7,1,s
119,1500,5,0,s
2012,1502,8,0,s
1672,1537,3,0,s
1469,1538,4,0,s
2776,1552,7,1,s
373,1568,6,0,i
2090,1591,7,0,s
2031,1615,6,0,s
62,1638,6,0,s
190,1660,4,1,i
975,1661,14,0,s
402,1672,5,1,s
1398,1685,8,1,s
1089,1718,6,1,s
349,1729,11,0,i
2179,1737,7,0,i
2077,1741,8,1,s
209,1759,6,0,s
1737,1768,7,0,s
1980,1770,3,0,i
680,1774,8,1,s
62,1788,5,1,i
2696,1860,7,0,s
2677,1927,9,0,s
864,1972,7,1,i
695,1980,10,0,s
140,2001,7,0,s
1980,2006,5,0,s
2425,2012,4,0,i
146,2031,9,1,i
196,2034,5,0,i
1346,2046,6,0,s
2425,2075,7,0,i
1118,2077,10,1,s
1331,2080,8,0,s
1860,2090,6,0,s
1251,2100,4,0,s
106,2133,9,0,s
1729,2174,7,0,i
1538,2176,8,0,s
47,2179,3,0,s
1202,2256,8,1,i
2363,2260,10,1,s
1462,2299,9,1,s
2677,2305,10,1,s
1415,2335,8,1,s
1538,2354,7,0,i
2757,2363,5,1,s
62,2365,4,0,s
1005,2383,7,1,s
558,2410,3,1,s
1228,2412,9,1,s
,2419,3,1,s
254,2425,7,0,s
2034,2448,6,0,s
1228,2457,6,0,s
2571,2518,7,1,i
2726,2522,6,0,s
2851,2571,7,0,s
1591,2573,4,0,s
644,2613,6,0,s
1568,2614,7,0,s
975,2619,1,0,s
2046,2635,5,0,i
104,2649,4,0,s
2090,2677,9,0,s
788,2696,8,0,i
260,2709,3,0,s
2410,2715,2,1,s
901,2726,11,0,s
89,2739,7,1,s
1346,2757,12,0,s
2335,2776,5,1,i
1445,2801,5,0,i
1729,2826,9,0,s
1122,2842,10,1,s
879,2851,5,0,s
2726,2879,8,0,s
2826,2894,6,0,s
915,2899,8,0,s
1333,2909,4,0,s
957,2927,9,1,s
2174,2935,5,0,s
2571,2939,3,0,s
1568,2945,13,0,s
2776,2973,15,0,i
2757,2998,6,0,i
